frame,pose_score,part_score,x_coord,y_coord,label
0,0.8344608405057121,0.9885605573654175,122.25102704781101,446.06591035634744,str
0,0.8344608405057121,0.9822474718093872,116.63319709392967,450.9157196928504,str
0,0.8344608405057121,0.9898619651794434,116.21812311053631,438.6410155434385,str
0,0.8344608405057121,0.8215405941009521,119.68354539276939,461.08757375874336,str
0,0.8344608405057121,0.8908782005310059,122.28873346255159,423.3839474276604,str
0,0.8344608405057121,0.9130192995071411,157.66516880748534,481.8171756464017,str
0,0.8344608405057121,0.9957574605941772,159.8645216845617,404.49906245106314,str
0,0.8344608405057121,0.9751558303833008,196.85905026399064,524.1051501845463,str
0,0.8344608405057121,0.8574555516242981,200.93932811159763,360.88111656545794,str
0,0.8344608405057121,0.293573260307312,229.75392055794467,507.4081386914497,str
0,0.8344608405057121,0.702897310256958,236.1061759518587,387.98026104015867,str
0,0.8344608405057121,0.6413686275482178,280.04857275535517,476.4958534155763,str
0,0.8344608405057121,0.9665484428405762,276.0436455927546,421.9489680844585,str
0,0.8344608405057121,0.40230512619018555,362.05449158077073,468.2114578620894,str
0,0.8344608405057121,0.9431944489479065,361.6170331915338,432.8607327263711,str
0,0.8344608405057121,0.8965448141098022,441.42743730403555,461.6199097495302,str
0,0.8344608405057121,0.9249253273010254,432.051474064677,414.7075379505455,str
1,0.831190452856176,0.9825705289840698,119.54302518940821,447.5971831935551,str
1,0.831190452856176,0.9838859438896179,112.45778624311046,451.529576698762,str
1,0.831190452856176,0.9860867261886597,112.79231105430898,438.8548554078508,str
1,0.831190452856176,0.8469305634498596,117.339553267029,463.2296161609131,str
1,0.831190452856176,0.8900411128997803,120.23428331143072,423.11018300215756,str
1,0.831190452856176,0.9945119619369507,156.52110295055175,482.4876832006238,str
1,0.831190452856176,0.9955627918243408,159.09614874276636,402.2553108742083,str
1,0.831190452856176,0.9726575016975403,196.73558719080353,524.0769448736994,str
1,0.831190452856176,0.9891805052757263,199.48684975372225,359.959876521393,str
1,0.831190452856176,0.268640398979187,230.43786023420114,508.78872130124233,str
1,0.831190452856176,0.7394536733627319,237.70055187915838,385.7223272854607,str
1,0.831190452856176,0.6541483402252197,280.97668927925633,476.69455887214644,str
1,0.831190452856176,0.9479913711547852,277.7849748651069,420.506646171179,str
1,0.831190452856176,0.19182103872299194,366.75919609183023,467.7838556166481,str
1,0.831190452856176,0.9808751940727234,376.81815987878457,424.98510144070156,str
1,0.831190452856176,0.8925243616104126,450.64783305725643,463.75653715069944,str
1,0.831190452856176,0.8133556842803955,451.5142795098642,433.0853393826559,str
2,0.8916668681537404,0.981843113899231,116.74272299520341,443.12778668308044,str
2,0.8916668681537404,0.9804699420928955,110.10511868077853,451.21234171640106,str
2,0.8916668681537404,0.9876738786697388,111.27765197074733,438.65263057445367,str
2,0.8916668681537404,0.8237054944038391,115.35619520645821,462.17446715900786,str
2,0.8916668681537404,0.8933723568916321,118.31355041141681,423.406921250783,str
2,0.8916668681537404,0.9948225021362305,156.87353547319816,481.5317554091558,str
2,0.8916668681537404,0.8298864364624023,159.0811931485592,403.6949025177478,str
2,0.8916668681537404,0.9737110733985901,196.2131742483077,523.4399662145262,str
2,0.8916668681537404,0.990177571773529,199.21633281764363,357.0463966420605,str
2,0.8916668681537404,0.31053996086120605,230.3071490098178,509.12189441162656,str
2,0.8916668681537404,0.7971403002738953,236.78557738352248,385.59227890320506,str
2,0.8916668681537404,0.972211480140686,281.8669961538796,472.39718158951314,str
2,0.8916668681537404,0.9529516696929932,279.51104410324325,419.3559689935969,str
2,0.8916668681537404,0.9789206385612488,372.3000867713453,464.4624923332231,str
2,0.8916668681537404,0.9819151163101196,375.7731207329725,425.5721060364177,str
2,0.8916668681537404,0.8658813834190369,452.7063701414567,463.82663786278533,str
2,0.8916668681537404,0.8431138396263123,456.16042248926817,435.04559557262667,str
3,0.8513653821804944,0.9795455932617188,119.83201024086611,442.82549817737333,str
3,0.8513653821804944,0.9825977683067322,112.69845472952733,451.52675976997494,str
3,0.8513653821804944,0.9867920875549316,113.10662014901816,437.5319010643226,str
3,0.8513653821804944,0.8354724049568176,117.65396559627546,463.17485987741856,str
3,0.8513653821804944,0.8850473165512085,119.81671658750813,422.0971924371868,str
3,0.8513653821804944,0.9949177503585815,157.3826583273687,481.6498164663336,str
3,0.8513653821804944,0.8045566082000732,159.0114972711671,403.23743790454483,str
3,0.8513653821804944,0.9755936861038208,195.80196256099896,523.4691543409182,str
3,0.8513653821804944,0.9894275665283203,198.90310700640129,356.3004335263259,str
3,0.8513653821804944,0.44804757833480835,235.285846472494,509.32412264341764,str
3,0.8513653821804944,0.7766635417938232,237.58960599361615,384.9763118344585,str
3,0.8513653821804944,0.9745209217071533,283.64202301297064,476.958734559057,str
3,0.8513653821804944,0.9622970223426819,280.87046909049286,419.91369438596183,str
3,0.8513653821804944,0.17091092467308044,367.0431544023735,468.5735744144975,str
3,0.8513653821804944,0.980111837387085,375.9681776369361,425.562703359897,str
3,0.8513653821804944,0.871476411819458,451.6633997614377,462.7914122855477,str
3,0.8513653821804944,0.8552324771881104,456.5438552992281,434.9665951463321,str
4,0.8171974315362818,0.9751695394515991,121.69057693255054,441.42878814901167,str
4,0.8171974315362818,0.9366574287414551,113.52288001368944,450.6763945921492,str
4,0.8171974315362818,0.9852452278137207,113.93382152746977,437.1778920604816,str
4,0.8171974315362818,0.7888737916946411,118.71289182487511,461.0858633470429,str
4,0.8171974315362818,0.8743647933006287,119.52338176240553,421.1225004132447,str
4,0.8171974315362818,0.9939377307891846,158.1016150567935,481.0920759511153,str
4,0.8171974315362818,0.7074721455574036,159.11232073865943,401.9627465330944,str
4,0.8171974315362818,0.9774060249328613,197.15324424494622,524.3014135551878,str
4,0.8171974315362818,0.9884641170501709,198.34041629417715,354.5589836137597,str
4,0.8171974315362818,0.17195716500282288,230.2261044646583,507.66752723065144,str
4,0.8171974315362818,0.8298233151435852,236.08233488631888,383.4819673058185,str
4,0.8171974315362818,0.9692199230194092,280.72134815974476,473.5773622644505,str
4,0.8171974315362818,0.9595459699630737,280.0598891623296,418.79060401151867,str
4,0.8171974315362818,0.11126455664634705,365.7055496815758,466.8358205952464,str
4,0.8171974315362818,0.9838733077049255,376.28411539230575,424.94961676990533,str
4,0.8171974315362818,0.8944171071052551,450.8509667054129,463.03803645688333,str
4,0.8171974315362818,0.744664192199707,455.43905286477656,433.40550887823633,str
5,0.8916431034312529,0.9802882671356201,120.50566517634633,442.11099535425944,str
5,0.8916431034312529,0.983383297920227,114.53839272349101,450.3912244767017,str
5,0.8916431034312529,0.9895340800285339,113.05567797991927,437.03104065892956,str
5,0.8916431034312529,0.7864640355110168,118.4182590971361,460.82995000554615,str
5,0.8916431034312529,0.8944496512413025,119.52428438543213,421.73908191162656,str
5,0.8916431034312529,0.9956408143043518,157.30627258029114,479.7836484675418,str
5,0.8916431034312529,0.745379626750946,158.47203025478285,402.363403592184,str
5,0.8916431034312529,0.9795806407928467,194.65966833097647,521.2533480977694,str
5,0.8916431034312529,0.9875037670135498,199.10008325774876,353.6639655778031,str
5,0.8916431034312529,0.42849814891815186,235.8558206529929,506.73075924471914,str
5,0.8916431034312529,0.8156716227531433,236.97226210234783,383.54087914549694,str
5,0.8916431034312529,0.9673866629600525,281.7256551680296,472.1769778924955,str
5,0.8916431034312529,0.959837019443512,280.15272417832557,417.57829424002125,str
5,0.8916431034312529,0.9735342264175415,373.7173061201056,462.8425010222369,str
5,0.8916431034312529,0.9831396341323853,376.19464500721557,425.507853280728,str
5,0.8916431034312529,0.8925254344940186,450.66016686776277,464.04198321573983,str
5,0.8916431034312529,0.7951158285140991,454.3123728585173,433.32784062239006,str
6,0.8661668773959664,0.9612612724304199,118.88896308242391,439.0449425372355,str
6,0.8661668773959664,0.9401677846908569,112.4535529479075,447.95810758934783,str
6,0.8661668773959664,0.9809215664863586,112.86867948243456,434.9895827329504,str
6,0.8661668773959664,0.7995145320892334,117.20366741146462,458.32856482015154,str
6,0.8661668773959664,0.8449078798294067,120.11321025361647,419.7553713656215,str
6,0.8661668773959664,0.9960933923721313,156.5783410680754,479.28931947805836,str
6,0.8661668773959664,0.9896076321601868,160.024406365188,394.6755118253236,str
6,0.8661668773959664,0.9807471036911011,195.16708238188522,522.1673954409321,str
6,0.8661668773959664,0.47879090905189514,198.1093047280694,354.1388496789741,str
6,0.8661668773959664,0.3110790252685547,235.4254902010502,506.62261487115467,str
6,0.8661668773959664,0.81538987159729,236.76968877322597,384.4174228319877,str
6,0.8661668773959664,0.9624281525611877,283.52951910092503,471.6003275236202,str
6,0.8661668773959664,0.9518691301345825,286.9628702497624,417.8327082100849,str
6,0.8661668773959664,0.9703764915466309,373.62584439512534,461.67620890390106,str
6,0.8661668773959664,0.9717446565628052,369.4968412042726,421.1455394855321,str
6,0.8661668773959664,0.8903228044509888,450.6160150861882,460.04105395888433,str
6,0.8661668773959664,0.8796147108078003,452.8004415947889,435.1140664149499,str
7,0.8953738177523893,0.9772757291793823,120.23808193489778,439.15684213617067,str
7,0.8953738177523893,0.9662483334541321,112.71352119898584,447.9607393056619,str
7,0.8953738177523893,0.9920164346694946,113.2061552223183,433.34928723910866,str
7,0.8953738177523893,0.7493919134140015,117.28207336335225,459.0332180779336,str
7,0.8953738177523893,0.8358824849128723,119.52549671207055,417.9334869044926,str
7,0.8953738177523893,0.9951983690261841,159.24714500189538,479.83469387470745,str
7,0.8953738177523893,0.9890245199203491,160.1890834502721,393.5127227715235,str
7,0.8953738177523893,0.9726911783218384,196.17714811149622,521.1600200423685,str
7,0.8953738177523893,0.9875576496124268,199.49805715317544,352.63945105877644,str
7,0.8953738177523893,0.32038360834121704,235.70339485870272,505.8525928250931,str
7,0.8953738177523893,0.9594428539276123,240.88635815357244,389.9634835767852,str
7,0.8953738177523893,0.9564276933670044,281.01015764457185,472.3772887503915,str
7,0.8953738177523893,0.9494158625602722,282.7601582784681,417.7207834630342,str
7,0.8953738177523893,0.9202935695648193,368.40628955060015,463.4641216592428,str
7,0.8953738177523893,0.9628760814666748,372.70044117370065,423.519239531859,str
7,0.8953738177523893,0.8377659916877747,453.5174913717661,461.9784104107217,str
7,0.8953738177523893,0.849462628364563,457.7891908413579,435.80832024725083,str
8,0.8548755049705505,0.9026683568954468,121.73678457560102,435.3058690536261,str
8,0.8548755049705505,0.9402645826339722,115.88148903775995,444.31480016899536,str
8,0.8548755049705505,0.9829680323600769,116.66982820550484,431.4184169302008,str
8,0.8548755049705505,0.7712746858596802,118.22369391557372,455.1541559945767,str
8,0.8548755049705505,0.7984708547592163,121.09627811420566,417.5104588973761,str
8,0.8548755049705505,0.9944851398468018,158.48272538680354,478.71929563764473,str
8,0.8548755049705505,0.9882053732872009,159.88202199737822,394.342102186717,str
8,0.8548755049705505,0.979039192199707,196.06931963730992,519.8269629531554,str
8,0.8548755049705505,0.9859635233879089,198.3518074103562,353.8189751639929,str
8,0.8548755049705505,0.36296653747558594,235.02495649660378,505.8623825786905,str
8,0.8548755049705505,0.24790728092193604,233.76162588419479,371.1280166863864,str
8,0.8548755049705505,0.9589599370956421,281.073425474082,472.077544962112,str
8,0.8548755049705505,0.9549227952957153,282.89674843807956,416.3580947570121,str
8,0.8548755049705505,0.9572166204452515,371.1907515256978,461.42488407398383,str
8,0.8548755049705505,0.9823923110961914,373.99030917476125,423.55677819198917,str
8,0.8548755049705505,0.848149299621582,454.41786234032156,460.33270685072733,str
8,0.8548755049705505,0.8770290613174438,457.34266343385605,435.4992730155554,str
9,0.9024763317669139,0.9876351356506348,119.84812909134773,435.41889522017243,str
9,0.9024763317669139,0.9635246992111206,112.98502395697801,440.5444179611376,str
9,0.9024763317669139,0.979042112827301,113.50160635543507,429.34228637967186,str
9,0.9024763317669139,0.7677202820777893,116.23201936218082,452.6197176043334,str
9,0.9024763317669139,0.7812181711196899,119.33425065671656,416.72211305070294,str
9,0.9024763317669139,0.9959707260131836,158.47742442914924,475.21195885333293,str
9,0.9024763317669139,0.9864909052848816,158.82450471646,391.60428121520044,str
9,0.9024763317669139,0.9733201861381531,196.22654040418678,520.1645950963077,str
9,0.9024763317669139,0.984221339225769,200.42982593842007,351.4692140846847,str
9,0.9024763317669139,0.32783031463623047,234.1696447717684,504.48684267583565,str
9,0.9024763317669139,0.9694613814353943,241.0025010830571,389.1037015341438,str
9,0.9024763317669139,0.9627273678779602,281.53170667699254,471.09640006764164,str
9,0.9024763317669139,0.9590046405792236,281.9251056523988,416.1535590156946,str
9,0.9024763317669139,0.9668898582458496,375.0713819283053,461.45802929035005,str
9,0.9024763317669139,0.9840987324714661,373.33995332350014,423.37853378601756,str
9,0.9024763317669139,0.8626497387886047,452.52336519054563,459.27352531450094,str
9,0.9024763317669139,0.8902920484542847,457.60817417405127,434.8826412209424,str
10,0.8677121015156016,0.9764325618743896,125.57883650329772,437.2953470140895,str
10,0.8677121015156016,0.9442732930183411,118.18183502740607,442.1789972182106,str
10,0.8677121015156016,0.978928804397583,118.77175113213877,429.88024331413556,str
10,0.8677121015156016,0.8062262535095215,118.96408250848336,454.6337088604016,str
10,0.8677121015156016,0.9020456075668335,122.12506257461865,417.80924501822625,str
10,0.8677121015156016,0.9954445362091064,159.42292082911078,475.9851070820356,str
10,0.8677121015156016,0.8384454250335693,162.16919216982336,395.9051880698427,str
10,0.8677121015156016,0.9782480001449585,195.24394864498333,517.4288233563735,str
10,0.8677121015156016,0.47795534133911133,198.71437118032213,352.23310644748744,str
10,0.8677121015156016,0.2972620129585266,237.0260031499212,500.34516859160766,str
10,0.8677121015156016,0.961348831653595,240.47733884183165,388.51275480138696,str
10,0.8677121015156016,0.9513628482818604,282.57564420162396,469.024678593489,str
10,0.8677121015156016,0.9593068361282349,283.8180596326155,413.88222913168585,str
10,0.8677121015156016,0.9576350450515747,374.5396608980898,461.5903777056654,str
10,0.8677121015156016,0.9820059537887573,375.41301897088573,422.858777970142,str
10,0.8677121015156016,0.8634411096572876,453.74555751902415,461.14976776734756,str
10,0.8677121015156016,0.8807432651519775,457.8452811538289,434.8808387127645,str
11,0.900080284651588,0.9796105623245239,120.89707620773542,438.26680512630065,str
11,0.900080284651588,0.9363747835159302,114.36157369472154,442.28869057976056,str
11,0.900080284651588,0.9754446148872375,114.9505438365993,430.71666318218,str
11,0.900080284651588,0.7512154579162598,117.48042358488995,453.0388585283921,str
11,0.900080284651588,0.8106584548950195,120.77487775762995,416.0772541955213,str
11,0.900080284651588,0.9962019920349121,159.9693524306889,475.10694576000054,str
11,0.900080284651588,0.9831435680389404,160.01688909106156,390.84202687830594,str
11,0.900080284651588,0.9641287326812744,196.35214831072076,518.8310149942581,str
11,0.900080284651588,0.9817925691604614,198.72871806430535,351.8458336233296,str
11,0.900080284651588,0.3254377841949463,236.1706968584825,499.1229113810312,str
11,0.900080284651588,0.9633976817131042,239.20217225388888,387.70247432131544,str
11,0.900080284651588,0.9619538187980652,281.9022711235975,469.5417014209093,str
11,0.900080284651588,0.9638974666595459,283.68303972465,410.82108000604507,str
11,0.900080284651588,0.9674274921417236,375.65028589627866,459.91296169221533,str
11,0.900080284651588,0.9846127033233643,373.8306128165135,423.2675952529058,str
11,0.900080284651588,0.8642268180847168,454.24974854692863,458.78288014163417,str
11,0.900080284651588,0.8918403387069702,457.72930394294355,434.6551228206779,str
12,0.9252869346562553,0.9906736612319946,122.55803909075367,437.1410381767426,str
12,0.9252869346562553,0.96793532371521,115.59881182028208,441.7988134439379,str
12,0.9252869346562553,0.9889221787452698,116.24224603352987,429.3333523416838,str
12,0.9252869346562553,0.6721932888031006,116.84730790135416,450.3600877111898,str
12,0.9252869346562553,0.92829430103302,121.83194576455861,415.78882569990606,str
12,0.9252869346562553,0.9970312118530273,161.45687165529156,471.4313580145549,str
12,0.9252869346562553,0.9808231592178345,162.61258518660458,389.46329299484967,str
12,0.9252869346562553,0.9511021971702576,190.53594979758788,516.140347419178,str
12,0.9252869346562553,0.9763377904891968,203.5863862759282,347.8057698205213,str
12,0.9252869346562553,0.9575636386871338,236.6811155777657,495.32388529958064,str
12,0.9252869346562553,0.872028112411499,238.60785849370308,383.92788281684994,str
12,0.9252869346562553,0.9077655076980591,281.8145625173869,468.83137114594933,str
12,0.9252869346562553,0.9585626125335693,287.7964022039306,410.4643369836106,str
12,0.9252869346562553,0.9532264471054077,376.55097123777125,459.72023061229817,str
12,0.9252869346562553,0.9868295788764954,371.8222521320649,422.47080915489283,str
12,0.9252869346562553,0.7670614719390869,448.3197261459396,461.173000548093,str
12,0.9252869346562553,0.8735274076461792,458.86242659933845,435.1906499034312,str
13,0.9301283499773811,0.9965636134147644,119.9254646640857,441.8878921474805,str
13,0.9301283499773811,0.9788894653320312,115.30115939743088,442.36842098108644,str
13,0.9301283499773811,0.9920230507850647,115.92708287677709,429.1458568275639,str
13,0.9301283499773811,0.6898459196090698,117.99732298808566,451.7102142537888,str
13,0.9301283499773811,0.9429079294204712,122.30214444395344,415.0854709684716,str
13,0.9301283499773811,0.9963897466659546,162.64144976697975,470.402872811978,str
13,0.9301283499773811,0.9809632301330566,162.89246997776655,388.9399824588495,str
13,0.9301283499773811,0.9569854140281677,189.87233510003247,516.255011951472,str
13,0.9301283499773811,0.9679731130599976,202.41234267147078,347.06369786591733,str
13,0.9301283499773811,0.9643305540084839,237.76280705935878,490.09922155027664,str
13,0.9301283499773811,0.9068938493728638,238.62394813967742,382.1435383752088,str
13,0.9301283499773811,0.912032961845398,281.80578350667076,468.4058527957092,str
13,0.9301283499773811,0.9696829915046692,284.69517354087947,407.83493670695077,str
13,0.9301283499773811,0.9720839858055115,373.7392373467058,459.8693766094794,str
13,0.9301283499773811,0.8026053309440613,370.7214337357428,415.31031143426367,str
13,0.9301283499773811,0.8867881894111633,452.9722581631352,458.65963398481,str
13,0.9301283499773811,0.8952226042747498,456.49262953229055,435.38163149011694,str
14,0.9115864389082965,0.9925202131271362,119.12975628227439,440.3959659160113,str
14,0.9115864389082965,0.9660051465034485,112.99310749291666,444.1637272824158,str
14,0.9115864389082965,0.9884357452392578,113.11650825183541,431.3154160259561,str
14,0.9115864389082965,0.3802241086959839,115.68228730108335,449.0942226486376,str
14,0.9115864389082965,0.8280956745147705,118.78112136433316,415.05772104242067,str
14,0.9115864389082965,0.9947819709777832,162.49936644330577,468.09185342427617,str
14,0.9115864389082965,0.9952058792114258,159.4878492510991,389.1174533903466,str
14,0.9115864389082965,0.9579284191131592,190.01525516679806,516.2413925476753,str
14,0.9115864389082965,0.9603564739227295,202.3680088711068,345.347947968141,str
14,0.9115864389082965,0.9541460275650024,237.17758133432633,489.5361613590096,str
14,0.9115864389082965,0.9034349918365479,238.0129205720715,381.5143134917873,str
14,0.9115864389082965,0.9801616072654724,284.3032938790251,464.9047865156076,str
14,0.9115864389082965,0.9643048644065857,284.39279346862253,407.8970440565079,str
14,0.9115864389082965,0.9479058384895325,372.2061426632482,460.0085272502262,str
14,0.9115864389082965,0.9905054569244385,372.9935505128402,422.4836047879837,str
14,0.9115864389082965,0.8330557346343994,459.2288022366759,456.650451796092,str
14,0.9115864389082965,0.8599013090133667,458.88780735366777,435.4564179078508,str
15,0.8954497119959663,0.984520673751831,125.57470033006075,437.5848167776265,str
15,0.8954497119959663,0.9559845924377441,118.55053717729247,441.8617496617918,str
15,0.8954497119959663,0.9843851327896118,118.74701932912765,429.43457112811456,str
15,0.8954497119959663,0.5326988697052002,119.53916068600618,448.798991247912,str
15,0.8954497119959663,0.9333066344261169,121.03910859331533,416.030514723474,str
15,0.8954497119959663,0.9957650899887085,162.4479882441218,468.4869167268409,str
15,0.8954497119959663,0.7299321889877319,162.1837319393894,392.0770508356243,str
15,0.8954497119959663,0.9466196298599243,190.799335060912,515.6957083449332,str
15,0.8954497119959663,0.9541908502578735,203.19157257985646,344.55598079282083,str
15,0.8954497119959663,0.9533659219741821,237.21527416557518,490.1945084399795,str
15,0.8954497119959663,0.8762568831443787,238.9733209808078,384.10737919117133,str
15,0.8954497119959663,0.9816316962242126,285.9590556430534,463.26470525864767,str
15,0.8954497119959663,0.968299150466919,286.11216197028006,406.7620220906485,str
15,0.8954497119959663,0.9246143102645874,369.9160970353939,456.18017523750694,str
15,0.8954497119959663,0.8045053482055664,369.7257739783041,415.43332514093817,str
15,0.8954497119959663,0.8387895822525024,454.7289659007721,452.63463621415644,str
15,0.8954497119959663,0.8577785491943359,454.3314355912478,435.3510160382447,str
16,0.9172922513064217,0.9963228106498718,120.91098230741146,442.2461222965096,str
16,0.9172922513064217,0.9714598655700684,115.54078959569733,442.3192258295344,str
16,0.9172922513064217,0.9879282712936401,116.01693767468372,429.82947402648244,str
16,0.9172922513064217,0.47847509384155273,117.19746722665668,448.8893871689692,str
16,0.9172922513064217,0.9357273578643799,122.4854292147945,415.1062704991126,str
16,0.9172922513064217,0.9960346221923828,161.29900006936637,469.3184697548371,str
16,0.9172922513064217,0.9794113039970398,160.95581264099667,389.25753655040717,str
16,0.9172922513064217,0.9576826095581055,190.38368293015117,514.4031957953438,str
16,0.9172922513064217,0.9660235047340393,203.253461345367,344.072353983244,str
16,0.9172922513064217,0.9557420611381531,236.37868320906554,488.8018030791081,str
16,0.9172922513064217,0.8911449909210205,238.18390005773892,383.34315786382933,str
16,0.9172922513064217,0.9819953441619873,283.91274472018733,463.2264427405954,str
16,0.9172922513064217,0.9685400724411011,284.8642343583376,406.63975772985106,str
16,0.9172922513064217,0.9383916258811951,369.8164434461283,454.4269084293221,str
16,0.9172922513064217,0.8144204020500183,371.11511864365036,415.7715006872912,str
16,0.9172922513064217,0.8784643411636353,449.0202818284757,460.0431697989891,str
16,0.9172922513064217,0.8962039947509766,450.0572068754927,435.88526804356906,str
17,0.8730326207245097,0.9878257513046265,125.88486306391414,439.6378956818103,str
17,0.8730326207245097,0.9661977291107178,119.03777159286183,443.5567659577707,str
17,0.8730326207245097,0.9891274571418762,119.44379234879945,430.721656442485,str
17,0.8730326207245097,0.4336857497692108,119.74881407061388,449.2624900495024,str
17,0.8730326207245097,0.8959990739822388,120.4707209646525,413.7431202911853,str
17,0.8730326207245097,0.9960960149765015,161.33420083926057,469.4584944625209,str
17,0.8730326207245097,0.7242416739463806,162.49970569101217,393.4063775077429,str
17,0.8730326207245097,0.9594238996505737,190.69553273367953,514.6502481643234,str
17,0.8730326207245097,0.9609271883964539,205.2750924963626,344.1444053734862,str
17,0.8730326207245097,0.9622362852096558,235.51937522095815,490.8316481830283,str
17,0.8730326207245097,0.8942049741744995,239.5121556856512,382.62705235810483,str
17,0.8730326207245097,0.9823525547981262,282.308481369245,463.6885346070695,str
17,0.8730326207245097,0.9633878469467163,282.04308439079307,407.41245601118806,str
17,0.8730326207245097,0.917214035987854,369.83501004182267,455.1947932253967,str
17,0.8730326207245097,0.8067225217819214,370.1696736593275,415.2397363063753,str
17,0.8730326207245097,0.5751720070838928,439.5448794492275,459.8257208401482,str
17,0.8730326207245097,0.8267397880554199,452.87619978454774,435.8406321774081,str
